ticker,name,group,exposure,mem_ratio,float_mcap,eligible,탈락사유,selection_date,ff_market_cap_asof,ff_market_cap_source,market_facts_sha256,market_facts_source_sha256,market_facts_mapping_sha256,market_facts_price_reference_sha256,free_float_asof,code_commit
000660,SK하이닉스,anchor,0.05,0.95,52447292381103.75,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
003160,디아이,satellite,0.0,0.85,73720493061.02,False,ADV60<10억;규칙 C 요건②③ 미충족,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
005290,동진쎄미켐,core,0.0,0.55,972460680472.69,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
005930,삼성전자,anchor,0.01,0.31,313729564465371.5,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
007660,이수페타시스,core,0.0,0.1,113552143053.69601,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-05-15,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
014680,한솔케미칼,core,0.0,0.5,1464968719188.0,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-25,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
033160,엠케이전자,core,0.0,0.5,127034062732.044,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
036540,SFA반도체,satellite,0.0,0.75,451259994036.85205,False,규칙 C 요건②③ 미충족,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
036930,주성엔지니어링,satellite,0.0,0.7,271296730716.264,False,규칙 C 요건②③ 미충족,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
039030,이오테크닉스,core,0.0,0.5,873939760533.0,True,,2020-11-30,2020-11-30,KRX all-stock screen download x ledger free_float,9137e79a7b10273c83f75dbab2e0e759b43b2183de87b439ad0501e617d76d04,8130d5629fba71c5e848cdc7ca0cbc1380b6ef5613d2b864607b5d12a4ebb1e2,2547b98f7194bf588fccc4c5f311b7eb5b607e327477d0ca34e8cab4c90669f1,8100f0330e0a5084ba31e4e7225a400de757cb1ee135e208595cd4057a83da07,2020-03-30,b14e542387e4a30d2d416b1d2e3ec51f4a6a65d9
